	Demographic ID	Demographic Name	Student Group	County Code	District Code	School Code	Grade	Percentage Standard Exceeded	Percentage Standard Met	Percentage Standard Nearly Met	Percentage Standard Not Met	Total Number of Students with Valid Scores	Life Sciences Domain Percent Below Standard	Life Sciences Domain Percent Near Standard	Life Sciences Domain Percent Above Standard	Physical Sciences Domain Percent Below Standard	Physical Sciences Domain Percent Near Standard	Physical Sciences Domain Percent Above Standard	Earth and Space Sciences Domain Percent Below Standard	Earth and Space Sciences Domain Percent Near Standard	Earth and Space Sciences Domain Percent Above Standard	County Name	District Name	School Name	Zip Code	Median
184	1	All Students	All Students	45	70110	6050520	8	8.13	23.13	53.13	15.63	160.0	34.38	56.88	8.75	40.63	47.5	11.88	37.5	48.13	14.38	Shasta	Redding Elementary	Sequoia Middle	96001	654232.0
185	1	All Students	All Students	45	70110	6050520	13	8.13	23.13	53.13	15.63	160.0	34.38	56.88	8.75	40.63	47.5	11.88	37.5	48.13	14.38	Shasta	Redding Elementary	Sequoia Middle	96001	654232.0
186	1	All Students	All Students	45	70110	6050538	5	0.0	6.25	59.38	34.38	32.0	59.38	40.63	0.0	59.38	40.63	0.0	53.13	46.88	0.0	Shasta	Redding Elementary	Sycamore Elementary	96001	654232.0
187	1	All Students	All Students	45	70110	6050538	13	0.0	6.25	59.38	34.38	32.0	59.38	40.63	0.0	59.38	40.63	0.0	53.13	46.88	0.0	Shasta	Redding Elementary	Sycamore Elementary	96001	654232.0
192	1	All Students	All Students	45	70110	6117931	13	5.88	11.76	47.06	35.29	17.0	47.06	41.18	11.76	70.59	23.53	5.88	58.82	41.18	0.0	Shasta	Monarch Learning Center	Monarch Learning Center	96001	654232.0
193	1	All Students	All Students	45	70136	106013	8	25.63	30.63	38.75	5.0	160.0	20.63	53.75	25.63	18.75	53.13	28.13	20.63	50.0	29.38	Shasta	University Preparatory	University Preparatory	96001	654232.0
194	1	All Students	All Students	45	70136	106013	12	27.5	47.5	23.33	1.67	120.0	5.83	55.83	38.33	14.17	55.83	30.0	15.0	56.67	28.33	Shasta	University Preparatory	University Preparatory	96001	654232.0
195	1	All Students	All Students	45	70136	106013	13	26.43	37.86	32.14	3.57	280.0	14.29	54.64	31.07	16.79	54.29	28.93	18.21	52.86	28.93	Shasta	University Preparatory	University Preparatory	96001	654232.0
196	1	All Students	All Students	45	70136	4530200	11	1.05	5.26	42.11	51.58	95.0	68.42	30.53	1.05	82.11	16.84	1.05	70.53	25.26	4.21	Shasta	Shasta Union High	Pioneer Continuation High	96001	654232.0
197	1	All Students	All Students	45	70136	4530200	12	0.0	12.5	37.5	50.0	16.0	56.25	43.75	0.0	81.25	18.75	0.0	75.0	18.75	6.25	Shasta	Shasta Union High	Pioneer Continuation High	96001	654232.0
198	1	All Students	All Students	45	70136	4530200	13	0.9	6.31	41.44	51.35	111.0	66.67	32.43	0.9	81.98	17.12	0.9	71.17	24.32	4.5	Shasta	Shasta Union High	Pioneer Continuation High	96001	654232.0
202	1	All Students	All Students	45	70136	4530267	10	1.85	48.15	42.59	7.41	54.0	14.81	68.52	16.67	27.78	62.96	9.26	22.22	75.93	1.85	Shasta	Shasta Charter Academy	Shasta Charter Academy	96001	654232.0
204	1	All Students	All Students	45	70136	4530267	13	1.85	48.15	42.59	7.41	54.0	14.81	68.52	16.67	27.78	62.96	9.26	22.22	75.93	1.85	Shasta	Shasta Charter Academy	Shasta Charter Academy	96001	654232.0
205	1	All Students	All Students	45	70136	4530309	11	0.0	7.89	65.79	26.32	38.0	52.63	47.37	0.0	60.53	39.47	0.0	57.89	39.47	2.63	Shasta	Shasta Union High	North State Independence High	96001	654232.0
207	1	All Students	All Students	45	70136	4530309	13	0.0	7.89	65.79	26.32	38.0	52.63	47.37	0.0	60.53	39.47	0.0	57.89	39.47	2.63	Shasta	Shasta Union High	North State Independence High	96001	654232.0
209	1	All Students	All Students	45	70136	4537304	11	6.67	28.18	47.58	17.58	330.0	32.12	51.52	16.36	44.85	46.36	8.79	38.79	50.61	10.61	Shasta	Shasta Union High	Shasta High	96001	654232.0
211	1	All Students	All Students	45	70136	4537304	13	6.67	28.18	47.58	17.58	330.0	32.12	51.52	16.36	44.85	46.36	8.79	38.79	50.61	10.61	Shasta	Shasta Union High	Shasta High	96001	654232.0
216	1	All Students	All Students	45	10454	132944	5	11.54	30.77	38.46	19.23	26.0	23.08	69.23	7.69	34.62	50.0	15.38	30.77	50.0	19.23	Shasta	Redding STEM Academy	Redding STEM Academy	96003	462127.0
217	1	All Students	All Students	45	10454	132944	8	14.29	28.57	42.86	14.29	21.0	28.57	52.38	19.05	23.81	61.9	14.29	38.1	38.1	23.81	Shasta	Redding STEM Academy	Redding STEM Academy	96003	462127.0
218	1	All Students	All Students	45	10454	132944	13	12.77	29.79	40.43	17.02	47.0	25.53	61.7	12.77	29.79	55.32	14.89	34.04	44.68	21.28	Shasta	Redding STEM Academy	Redding STEM Academy	96003	462127.0
221	1	All Students	All Students	45	10454	6069389	13	0.0	8.33	25.0	66.67	12.0	75.0	25.0	0.0	75.0	25.0	0.0	75.0	16.67	8.33	Shasta	Shasta County Office of Education	Shasta County Special Education	96003	462127.0
225	1	All Students	All Students	45	69948	134122	5	14.29	30.16	49.21	6.35	63.0	26.98	52.38	20.63	23.81	60.32	15.87	28.57	55.56	15.87	Shasta	Redding School of the Arts	Redding School of the Arts	96003	462127.0
226	1	All Students	All Students	45	69948	134122	8	5.36	26.79	60.71	7.14	56.0	35.71	57.14	7.14	33.93	58.93	7.14	30.36	51.79	17.86	Shasta	Redding School of the Arts	Redding School of the Arts	96003	462127.0
227	1	All Students	All Students	45	69948	134122	13	10.08	28.57	54.62	6.72	119.0	31.09	54.62	14.29	28.57	59.66	11.76	29.41	53.78	16.81	Shasta	Redding School of the Arts	Redding School of the Arts	96003	462127.0
228	1	All Students	All Students	45	69948	6117857	5	5.8	23.19	57.97	13.04	69.0	36.23	57.97	5.8	46.38	43.48	10.14	36.23	56.52	7.25	Shasta	Columbia Elementary	Mountain View Middle	96003	462127.0
229	1	All Students	All Students	45	69948	6117857	8	15.49	22.54	50.7	11.27	71.0	32.39	56.34	11.27	29.58	52.11	18.31	40.85	39.44	19.72	Shasta	Columbia Elementary	Mountain View Middle	96003	462127.0
230	1	All Students	All Students	45	69948	6117857	13	10.71	22.86	54.29	12.14	140.0	34.29	57.14	8.57	37.86	47.86	14.29	38.57	47.86	13.57	Shasta	Columbia Elementary	Mountain View Middle	96003	462127.0
231	1	All Students	All Students	45	69971	6111470	5	16.38	24.14	48.28	11.21	116.0	26.72	58.62	14.66	28.45	50.86	20.69	34.48	46.55	18.97	Shasta	Enterprise Elementary	Boulder Creek Elementary	96003	462127.0
232	1	All Students	All Students	45	69971	6111470	8	7.32	14.63	47.56	30.49	82.0	52.44	36.59	10.98	54.88	35.37	9.76	53.66	36.59	9.76	Shasta	Enterprise Elementary	Boulder Creek Elementary	96003	462127.0
233	1	All Students	All Students	45	69971	6111470	13	12.63	20.2	47.98	19.19	198.0	37.37	49.49	13.13	39.39	44.44	16.16	42.42	42.42	15.15	Shasta	Enterprise Elementary	Boulder Creek Elementary	96003	462127.0
234	1	All Students	All Students	45	70110	6101612	5	5.93	27.97	49.15	16.95	118.0	48.31	44.07	7.63	41.53	49.15	9.32	41.53	50.85	7.63	Shasta	Redding Elementary	Turtle Bay	96003	462127.0
235	1	All Students	All Students	45	70110	6101612	8	2.27	15.91	52.27	29.55	44.0	54.55	38.64	6.82	61.36	34.09	4.55	65.91	27.27	6.82	Shasta	Redding Elementary	Turtle Bay	96003	462127.0
236	1	All Students	All Students	45	70110	6101612	13	4.94	24.69	50.0	20.37	162.0	50.0	42.59	7.41	46.91	45.06	8.02	48.15	44.44	7.41	Shasta	Redding Elementary	Turtle Bay	96003	462127.0
237	1	All Students	All Students	45	75267	113407	5	12.5	16.67	58.33	12.5	24.0	50.0	33.33	16.67	41.67	41.67	16.67	50.0	50.0	0.0	Shasta	Rocky Point Charter	Rocky Point Charter	96003	462127.0
239	1	All Students	All Students	45	75267	113407	13	9.38	15.63	59.38	15.63	32.0	46.88	40.63	12.5	43.75	40.63	15.63	50.0	50.0	0.0	Shasta	Rocky Point Charter	Rocky Point Charter	96003	462127.0
242	1	All Students	All Students	45	75267	4530101	11	0.0	15.38	46.15	38.46	13.0	46.15	53.85	0.0	69.23	30.77	0.0	61.54	30.77	7.69	Shasta	Gateway Unified	Gateway Educational Options	96003	462127.0
243	1	All Students	All Students	45	75267	4530101	12	8.33	8.33	41.67	41.67	12.0	50.0	41.67	8.33	66.67	25.0	8.33	66.67	33.33	0.0	Shasta	Gateway Unified	Gateway Educational Options	96003	462127.0
244	1	All Students	All Students	45	75267	4530101	13	3.13	12.5	46.88	37.5	32.0	50.0	46.88	3.13	68.75	28.13	3.13	62.5	31.25	6.25	Shasta	Gateway Unified	Gateway Educational Options	96003	462127.0
248	1	All Students	All Students	45	75267	6050090	5	7.14	17.14	45.71	30.0	70.0	52.86	37.14	10.0	48.57	44.29	7.14	52.86	41.43	5.71	Shasta	Gateway Unified	Buckeye School of the Arts	96003	462127.0
249	1	All Students	All Students	45	75267	6050090	8	10.17	8.47	55.93	25.42	59.0	52.54	38.98	8.47	61.02	28.81	10.17	57.63	30.51	11.86	Shasta	Gateway Unified	Buckeye School of the Arts	96003	462127.0
250	1	All Students	All Students	45	75267	6050090	13	8.53	13.18	50.39	27.91	129.0	52.71	37.98	9.3	54.26	37.21	8.53	55.04	36.43	8.53	Shasta	Gateway Unified	Buckeye School of the Arts	96003	462127.0
252	1	All Students	All Students	45	69856	4530028	12	2.63	22.63	58.42	16.32	190.0	38.42	53.68	7.89	50.0	45.26	4.74	38.95	53.68	7.37	Shasta	Anderson Union High	West Valley High	96022	871132.5
253	1	All Students	All Students	45	69856	4530028	13	2.62	23.04	58.12	16.23	191.0	38.22	53.93	7.85	49.74	45.55	4.71	38.74	53.93	7.33	Shasta	Anderson Union High	West Valley High	96022	871132.5
254	1	All Students	All Students	45	69955	121640	5	18.52	33.33	44.44	3.7	27.0	14.81	62.96	22.22	25.93	51.85	22.22	14.81	70.37	14.81	Shasta	Cottonwood Creek Charter	Cottonwood Creek Charter	96022	871132.5
255	1	All Students	All Students	45	69955	121640	8	20.83	29.17	50.0	0.0	24.0	25.0	58.33	16.67	25.0	37.5	37.5	20.83	41.67	37.5	Shasta	Cottonwood Creek Charter	Cottonwood Creek Charter	96022	871132.5
256	1	All Students	All Students	45	69955	121640	13	19.61	31.37	47.06	1.96	51.0	19.61	60.78	19.61	25.49	45.1	29.41	17.65	56.86	25.49	Shasta	Cottonwood Creek Charter	Cottonwood Creek Charter	96022	871132.5
257	1	All Students	All Students	45	69955	6050207	5	8.87	25.0	55.65	10.48	124.0	32.26	52.42	15.32	36.29	52.42	11.29	33.06	59.68	7.26	Shasta	Cottonwood Union Elementary	West Cottonwood Junior High	96022	871132.5
258	1	All Students	All Students	45	69955	6050207	8	6.45	23.66	60.22	9.68	93.0	35.48	56.99	7.53	36.56	52.69	10.75	41.94	41.94	16.13	Shasta	Cottonwood Union Elementary	West Cottonwood Junior High	96022	871132.5
259	1	All Students	All Students	45	69955	6050207	13	7.83	24.42	57.6	10.14	217.0	33.64	54.38	11.98	36.41	52.53	11.06	36.87	52.07	11.06	Shasta	Cottonwood Union Elementary	West Cottonwood Junior High	96022	871132.5
261	1	All Students	All Students	52	71522	132597	8	0.0	7.14	78.57	14.29	14.0	42.86	57.14	0.0	50.0	50.0	0.0	35.71	57.14	7.14	Tehama	Evergreen Union	Evergreen Institute of Excellence	96022	871132.5
262	1	All Students	All Students	52	71522	132597	11	0.0	33.33	41.67	25.0	12.0	58.33	33.33	8.33	25.0	75.0	0.0	41.67	58.33	0.0	Tehama	Evergreen Union	Evergreen Institute of Excellence	96022	871132.5
264	1	All Students	All Students	52	71522	132597	13	2.7	16.22	54.05	27.03	37.0	51.35	43.24	5.41	43.24	54.05	2.7	45.95	48.65	5.41	Tehama	Evergreen Union	Evergreen Institute of Excellence	96022	871132.5
267	1	All Students	All Students	52	71522	6111629	5	14.55	22.73	53.64	9.09	110.0	27.27	57.27	15.45	37.27	40.91	21.82	32.73	56.36	10.91	Tehama	Evergreen Union	Evergreen Middle	96022	871132.5
268	1	All Students	All Students	52	71522	6111629	8	8.25	16.49	69.07	6.19	97.0	27.84	61.86	10.31	36.08	55.67	8.25	30.93	56.7	12.37	Tehama	Evergreen Union	Evergreen Middle	96022	871132.5
269	1	All Students	All Students	52	71522	6111629	13	11.59	19.81	60.87	7.73	207.0	27.54	59.42	13.04	36.71	47.83	15.46	31.88	56.52	11.59	Tehama	Evergreen Union	Evergreen Middle	96022	871132.5
276	1	All Students	All Students	45	69856	4530333	12	10.0	40.0	43.33	6.67	30.0	26.67	50.0	23.33	36.67	50.0	13.33	30.0	50.0	20.0	Shasta	Anderson Union High	Anderson New Technology High	96007	939198.5
277	1	All Students	All Students	45	69856	4530333	13	10.0	40.0	43.33	6.67	30.0	26.67	50.0	23.33	36.67	50.0	13.33	30.0	50.0	20.0	Shasta	Anderson Union High	Anderson New Technology High	96007	939198.5
279	1	All Students	All Students	45	69856	4530762	12	0.0	0.0	45.45	54.55	11.0	81.82	18.18	0.0	72.73	27.27	0.0	72.73	27.27	0.0	Shasta	Anderson Union High	North Valley High	96007	939198.5
280	1	All Students	All Students	45	69856	4530762	13	0.0	0.0	45.45	54.55	11.0	81.82	18.18	0.0	72.73	27.27	0.0	72.73	27.27	0.0	Shasta	Anderson Union High	North Valley High	96007	939198.5
281	1	All Students	All Students	45	69856	4530804	10	4.24	31.36	61.02	3.39	118.0	17.8	73.73	8.47	29.66	66.1	4.24	18.64	69.49	11.86	Shasta	Anderson Union High	Anderson High	96007	939198.5
282	1	All Students	All Students	45	69856	4530804	11	2.47	14.81	76.54	6.17	81.0	33.33	61.73	4.94	46.91	48.15	4.94	28.4	64.2	7.41	Shasta	Anderson Union High	Anderson High	96007	939198.5
283	1	All Students	All Students	45	69856	4530804	12	4.44	15.56	54.44	25.56	90.0	46.67	51.11	2.22	57.78	34.44	7.78	43.33	46.67	10.0	Shasta	Anderson Union High	Anderson High	96007	939198.5
284	1	All Students	All Students	45	69856	4530804	13	3.81	21.8	63.32	11.07	289.0	31.14	63.32	5.54	43.25	51.21	5.54	29.07	60.9	10.03	Shasta	Anderson Union High	Anderson High	96007	939198.5
285	1	All Students	All Students	45	69914	135624	5	15.38	30.77	53.85	0.0	13.0	15.38	61.54	23.08	15.38	69.23	15.38	15.38	69.23	15.38	Shasta	Tree of Life International Charter	Tree of Life International Charter	96007	939198.5
286	1	All Students	All Students	45	69914	135624	13	15.38	30.77	53.85	0.0	13.0	15.38	61.54	23.08	15.38	69.23	15.38	15.38	69.23	15.38	Shasta	Tree of Life International Charter	Tree of Life International Charter	96007	939198.5
289	1	All Students	All Students	45	69914	6050124	5	6.12	16.33	53.06	24.49	49.0	55.1	42.86	2.04	59.18	32.65	8.16	59.18	32.65	8.16	Shasta	Cascade Union Elementary	Anderson Middle	96007	939198.5
290	1	All Students	All Students	45	69914	6050124	8	4.88	8.94	60.16	26.02	123.0	52.85	40.65	6.5	59.35	36.59	4.07	61.79	34.96	3.25	Shasta	Cascade Union Elementary	Anderson Middle	96007	939198.5
291	1	All Students	All Students	45	69914	6050124	13	5.23	11.05	58.14	25.58	172.0	53.49	41.28	5.23	59.3	35.47	5.23	61.05	34.3	4.65	Shasta	Cascade Union Elementary	Anderson Middle	96007	939198.5
292	1	All Students	All Students	45	69914	6050132	5	2.0	12.0	58.0	28.0	50.0	56.0	36.0	8.0	68.0	28.0	4.0	60.0	38.0	2.0	Shasta	Cascade Union Elementary	Anderson Heights Elementary	96007	939198.5
293	1	All Students	All Students	45	69914	6050132	13	2.0	12.0	58.0	28.0	50.0	56.0	36.0	8.0	68.0	28.0	4.0	60.0	38.0	2.0	Shasta	Cascade Union Elementary	Anderson Heights Elementary	96007	939198.5
299	1	All Students	All Students	45	70011	6050348	5	5.66	22.64	58.49	13.21	53.0	41.51	49.06	9.43	38.46	46.15	15.38	32.08	60.38	7.55	Shasta	Happy Valley Union Elementary	Happy Valley Elementary	96007	939198.5
300	1	All Students	All Students	45	70011	6050348	8	1.82	12.73	69.09	16.36	55.0	49.09	45.45	5.45	61.82	36.36	1.82	60.0	27.27	12.73	Shasta	Happy Valley Union Elementary	Happy Valley Elementary	96007	939198.5
301	1	All Students	All Students	45	70011	6050348	13	3.7	17.59	63.89	14.81	108.0	45.37	47.22	7.41	50.47	41.12	8.41	46.3	43.52	10.19	Shasta	Happy Valley Union Elementary	Happy Valley Elementary	96007	939198.5
303	1	All Students	All Students	45	70169	129957	8	6.67	0.0	60.0	33.33	15.0	46.67	46.67	6.67	46.67	46.67	6.67	60.0	26.67	13.33	Shasta	Northern Summit Academy	Northern Summit Academy	96007	939198.5
304	1	All Students	All Students	45	70169	129957	10	0.0	0.0	81.82	18.18	11.0	72.73	27.27	0.0	54.55	45.45	0.0	36.36	63.64	0.0	Shasta	Northern Summit Academy	Northern Summit Academy	96007	939198.5
307	1	All Students	All Students	45	70169	129957	13	1.96	3.92	68.63	25.49	51.0	58.82	37.25	3.92	47.06	49.02	3.92	52.94	43.14	3.92	Shasta	Northern Summit Academy	Northern Summit Academy	96007	939198.5
308	1	All Students	All Students	45	69872	6050074	5	8.11	18.92	48.65	24.32	37.0	43.24	45.95	10.81	59.46	29.73	10.81	48.65	40.54	10.81	Shasta	Bella Vista Elementary	Bella Vista Elementary	96008	1391729.0
309	1	All Students	All Students	45	69872	6050074	8	2.78	22.22	58.33	16.67	36.0	33.33	61.11	5.56	55.56	38.89	5.56	52.78	30.56	16.67	Shasta	Bella Vista Elementary	Bella Vista Elementary	96008	1391729.0
310	1	All Students	All Students	45	69872	6050074	13	5.48	20.55	53.42	20.55	73.0	38.36	53.42	8.22	57.53	34.25	8.22	50.68	35.62	13.7	Shasta	Bella Vista Elementary	Bella Vista Elementary	96008	1391729.0
311	1	All Students	All Students	45	69880	6050082	5	0.0	5.88	82.35	11.76	17.0	17.65	82.35	0.0	52.94	47.06	0.0	64.71	35.29	0.0	Shasta	Black Butte Union Elementary	Black Butte Elementary	96088	2451077.0
312	1	All Students	All Students	45	69880	6050082	13	0.0	5.88	82.35	11.76	17.0	17.65	82.35	0.0	52.94	47.06	0.0	64.71	35.29	0.0	Shasta	Black Butte Union Elementary	Black Butte Elementary	96088	2451077.0
313	1	All Students	All Students	45	69880	6113260	8	7.14	32.14	57.14	3.57	28.0	32.14	64.29	3.57	28.57	57.14	14.29	25.0	53.57	21.43	Shasta	Black Butte Union Elementary	Black Butte Junior High	96088	2451077.0
314	1	All Students	All Students	45	69880	6113260	13	7.14	32.14	57.14	3.57	28.0	32.14	64.29	3.57	28.57	57.14	14.29	25.0	53.57	21.43	Shasta	Black Butte Union Elementary	Black Butte Junior High	96088	2451077.0
317	1	All Students	All Students	45	69922	6050165	13	7.69	7.69	76.92	7.69	13.0	38.46	53.85	7.69	50.0	33.33	16.67	53.85	46.15	0.0	Shasta	Castle Rock Union Elementary	Castle Rock Elementary	96017	1704155.5
319	1	All Students	All Students	45	69971	135830	8	0.0	0.0	41.18	58.82	17.0	76.47	23.53	0.0	94.12	5.88	0.0	82.35	17.65	0.0	Shasta	Enterprise Elementary	PACE Academy Charter	96002	691116.0
322	1	All Students	All Students	45	69971	135830	13	0.0	9.38	50.0	40.63	32.0	59.38	40.63	0.0	87.5	9.38	3.13	68.75	31.25	0.0	Shasta	Enterprise Elementary	PACE Academy Charter	96002	691116.0
323	1	All Students	All Students	45	69971	135848	5	9.09	36.36	36.36	18.18	11.0	45.45	36.36	18.18	45.45	54.55	0.0	45.45	45.45	9.09	Shasta	Enterprise Elementary	Redding Collegiate Academy	96002	691116.0
324	1	All Students	All Students	45	69971	135848	8	4.35	4.35	69.57	21.74	23.0	34.78	56.52	8.7	47.83	47.83	4.35	39.13	60.87	0.0	Shasta	Enterprise Elementary	Redding Collegiate Academy	96002	691116.0
325	1	All Students	All Students	45	69971	135848	10	0.0	16.0	80.0	4.0	25.0	28.0	68.0	4.0	48.0	52.0	0.0	24.0	72.0	4.0	Shasta	Enterprise Elementary	Redding Collegiate Academy	96002	691116.0
327	1	All Students	All Students	45	69971	135848	13	3.17	14.29	66.67	15.87	63.0	34.92	57.14	7.94	49.21	49.21	1.59	34.92	61.9	3.17	Shasta	Enterprise Elementary	Redding Collegiate Academy	96002	691116.0
331	1	All Students	All Students	45	69971	6050215	5	0.0	28.57	60.0	11.43	35.0	42.86	48.57	8.57	31.43	62.86	5.71	37.14	60.0	2.86	Shasta	Enterprise Elementary	Alta Mesa Elementary	96002	691116.0
332	1	All Students	All Students	45	69971	6050215	13	0.0	28.57	60.0	11.43	35.0	42.86	48.57	8.57	31.43	62.86	5.71	37.14	60.0	2.86	Shasta	Enterprise Elementary	Alta Mesa Elementary	96002	691116.0
333	1	All Students	All Students	45	69971	6050223	5	6.35	23.81	53.97	15.87	63.0	44.44	44.44	11.11	39.68	52.38	7.94	34.92	60.32	4.76	Shasta	Enterprise Elementary	Lassen View Elementary	96002	691116.0
334	1	All Students	All Students	45	69971	6050223	13	6.35	23.81	53.97	15.87	63.0	44.44	44.44	11.11	39.68	52.38	7.94	34.92	60.32	4.76	Shasta	Enterprise Elementary	Lassen View Elementary	96002	691116.0
335	1	All Students	All Students	45	69971	6050231	5	11.76	36.76	47.06	4.41	68.0	25.0	57.35	17.65	19.12	61.76	19.12	14.71	73.53	11.76	Shasta	Enterprise Elementary	Mistletoe Elementary	96002	691116.0
336	1	All Students	All Students	45	69971	6050231	8	0.0	14.55	78.18	7.27	55.0	43.64	50.91	5.45	67.27	30.91	1.82	54.55	43.64	1.82	Shasta	Enterprise Elementary	Mistletoe Elementary	96002	691116.0
337	1	All Students	All Students	45	69971	6050231	13	6.5	26.83	60.98	5.69	123.0	33.33	54.47	12.2	40.65	47.97	11.38	32.52	60.16	7.32	Shasta	Enterprise Elementary	Mistletoe Elementary	96002	691116.0
338	1	All Students	All Students	45	69971	6050249	8	5.65	27.12	53.67	13.56	177.0	34.46	57.63	7.91	36.16	54.8	9.04	38.42	51.41	10.17	Shasta	Enterprise Elementary	Parsons Junior High	96002	691116.0
339	1	All Students	All Students	45	69971	6050249	13	5.65	27.12	53.67	13.56	177.0	34.46	57.63	7.91	36.16	54.8	9.04	38.42	51.41	10.17	Shasta	Enterprise Elementary	Parsons Junior High	96002	691116.0
340	1	All Students	All Students	45	69971	6050256	5	0.0	14.81	66.67	18.52	54.0	48.15	48.15	3.7	59.26	38.89	1.85	51.85	46.3	1.85	Shasta	Enterprise Elementary	Rother Elementary	96002	691116.0
341	1	All Students	All Students	45	69971	6050256	13	0.0	14.81	66.67	18.52	54.0	48.15	48.15	3.7	59.26	38.89	1.85	51.85	46.3	1.85	Shasta	Enterprise Elementary	Rother Elementary	96002	691116.0
342	1	All Students	All Students	45	69971	6050264	5	1.45	18.84	56.52	23.19	69.0	60.87	37.68	1.45	53.62	40.58	5.8	59.42	36.23	4.35	Shasta	Enterprise Elementary	Shasta Meadows Elementary	96002	691116.0
343	1	All Students	All Students	45	69971	6050264	13	1.45	18.84	56.52	23.19	69.0	60.87	37.68	1.45	53.62	40.58	5.8	59.42	36.23	4.35	Shasta	Enterprise Elementary	Shasta Meadows Elementary	96002	691116.0
344	1	All Students	All Students	45	70094	6050447	5	14.1	12.82	52.56	20.51	78.0	56.41	34.62	8.97	46.15	43.59	10.26	46.15	43.59	10.26	Shasta	Pacheco Union Elementary	Pacheco Elementary	96002	691116.0
345	1	All Students	All Students	45	70094	6050447	8	4.26	21.28	57.45	17.02	47.0	46.81	46.81	6.38	38.3	55.32	6.38	44.68	40.43	14.89	Shasta	Pacheco Union Elementary	Pacheco Elementary	96002	691116.0
346	1	All Students	All Students	45	70094	6050447	13	10.4	16.0	54.4	19.2	125.0	52.8	39.2	8.0	43.2	48.0	8.8	45.6	42.4	12.0	Shasta	Pacheco Union Elementary	Pacheco Elementary	96002	691116.0
347	1	All Students	All Students	45	70136	4532750	11	5.81	34.02	50.62	9.54	241.0	24.9	63.9	11.2	36.93	52.7	10.37	30.29	58.92	10.79	Shasta	Shasta Union High	Enterprise High	96002	691116.0
348	1	All Students	All Students	45	70136	4532750	12	0.0	5.56	72.22	22.22	18.0	66.67	27.78	5.56	66.67	33.33	0.0	61.11	38.89	0.0	Shasta	Shasta Union High	Enterprise High	96002	691116.0
349	1	All Students	All Students	45	70136	4532750	13	5.41	32.05	52.12	10.42	259.0	27.8	61.39	10.81	39.0	51.35	9.65	32.43	57.53	10.04	Shasta	Shasta Union High	Enterprise High	96002	691116.0
350	1	All Students	All Students	45	70169	136440	5	25.0	31.25	43.75	0.0	16.0	18.75	56.25	25.0	25.0	43.75	31.25	18.75	75.0	6.25	Shasta	Phoenix Charter Academy	Phoenix Charter Academy	96002	691116.0
351	1	All Students	All Students	45	70169	136440	8	14.81	33.33	51.85	0.0	27.0	22.22	66.67	11.11	25.93	48.15	25.93	18.52	48.15	33.33	Shasta	Phoenix Charter Academy	Phoenix Charter Academy	96002	691116.0
